,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
30810,2014,Toyota,Prius v,Three,Wagon,automatic,jtdzn3eu3ej010903,az,5.0,771.0,blue,gray,findlay toyota flagstaff,20500.0,21500.0,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
281234,2002,GMC,Envoy,SLE,SUV,automatic,1gkds13s822333573,ca,2.0,64904.0,brown,tan,m l sim,4150.0,5200.0,Tue Feb 10 2015 04:30:00 GMT-0800 (PST)
194797,2014,Chrysler,300,C,Sedan,automatic,2c3ccaeg9eh275907,ca,1.0,11246.0,gray,black,enterprise vehicle exchange / tra / rental / tulsa,22600.0,18900.0,Tue Jan 27 2015 05:00:00 GMT-0800 (PST)
72356,2005,Chevrolet,Malibu,Base,Sedan,automatic,1g1zs52f55f201406,nc,19.0,114409.0,silver,gray,michael wayne investments,2775.0,1500.0,Tue Jan 06 2015 01:15:00 GMT-0800 (PST)
24672,2004,Lexus,RX 330,Base,SUV,automatic,2t2ga31u44c009290,az,,94497.0,white,beige,honda of superstition springs,9675.0,10800.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
518918,1996,Honda,Accord,LX,sedan,automatic,1hgcd5631ta179116,md,2.0,218702.0,silver,gray,darcars of fairfax,500.0,350.0,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT)
400777,2005,Dodge,Durango,SLT,SUV,,1d4hb48d25f556880,pa,41.0,92710.0,gray,gray,rjk auto brokers llc,5950.0,6600.0,Fri Mar 06 2015 01:15:00 GMT-0800 (PST)
182878,2012,Ford,E-Series Van,E-150,E-Series Van,automatic,1ftne1ew5cda79818,mn,34.0,87040.0,silver,gray,emkay inc,13100.0,10750.0,Thu Jan 22 2015 02:45:00 GMT-0800 (PST)
470114,2010,Chevrolet,Malibu,LT1,sedan,automatic,1g1zc5e00af164330,tx,21.0,133020.0,black,gray,santander consumer,4750.0,2800.0,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
423894,2010,Chevrolet,Equinox,LTZ,SUV,automatic,2cnflgey3a6327246,mn,25.0,58573.0,gray,—,iron trail chevrolet,14350.0,13500.0,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
312158,2007,Nissan,Maxima,3.5 SL,Sedan,automatic,1n4ba41ex7c849946,nc,26.0,176185.0,blue,black,fidelity bank,3575.0,3400.0,Mon Feb 23 2015 01:30:00 GMT-0800 (PST)
321605,2000,Buick,Park Avenue,Base,Sedan,automatic,1g4cw52kxy4190512,fl,2.0,172022.0,blue,blue,coggin deland ford,1150.0,1900.0,Tue Feb 17 2015 10:00:00 GMT-0800 (PST)
265024,2006,Chevrolet,Impala,SS,Sedan,automatic,2g1wd58c869242942,il,31.0,95411.0,black,black,first investors servicing corp,5750.0,7700.0,Tue Feb 10 2015 02:00:00 GMT-0800 (PST)
368993,2014,GMC,Savana Cargo,2500,Van,automatic,1gtw7fca4e1904125,fl,41.0,12740.0,white,gray,u-haul,20900.0,20900.0,Fri Feb 27 2015 01:15:00 GMT-0800 (PST)
512982,2010,Mercedes-Benz,E-Class,E350 4MATIC,sedan,,wddhf8hb2aa094468,pa,36.0,121205.0,black,black,adcock brothers inc,16500.0,18500.0,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
227473,2010,Toyota,Corolla,LE,Sedan,automatic,jtdbu4ee1a9110688,ca,35.0,17318.0,silver,silver,wheels exchange llc,9575.0,11400.0,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
276627,2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae0du555420,fl,37.0,19445.0,black,gray,merchants leasing,10200.0,10100.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
480222,2012,Ford,Fusion,SE,sedan,automatic,3fahp0ha8cr250057,ga,44.0,34317.0,gray,black,ge fleet services for itself/servicer,11400.0,11500.0,Tue Jun 02 2015 06:10:00 GMT-0700 (PDT)
84385,2003,Toyota,Camry,XLE,Sedan,automatic,4t1be30kx3u708987,md,21.0,124060.0,blue,beige,jim coleman honda,3900.0,3700.0,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
507575,2011,Volkswagen,Jetta,SE,sedan,,3vwdx7aj0bm362484,on,48.0,43908.0,gray,black,vw credit canada  inc,9025.0,11400.0,Tue Jun 09 2015 03:00:00 GMT-0700 (PDT)
554288,2010,Chevrolet,Equinox,LT1,suv,automatic,2cnfleew7a6314065,tn,34.0,62586.0,black,black,sullivan auto group llc,12350.0,12000.0,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
393848,2013,Ford,Escape,SEL,SUV,automatic,1fmcu0hx3dua92539,il,46.0,22278.0,white,gray,ford motor credit company llc,18850.0,20100.0,Tue Mar 10 2015 04:00:00 GMT-0700 (PDT)
215925,2014,Mitsubishi,Mirage,ES,Hatchback,automatic,ml32a4hj2eh024046,tx,29.0,9506.0,black,black,santander consumer,10200.0,7500.0,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
124022,2012,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1etxcfb70319,pa,46.0,25902.0,red,gray,ford-lincoln dealer program,27200.0,27700.0,Wed Jan 14 2015 01:00:00 GMT-0800 (PST)
197210,2014,Toyota,Tacoma,V6,Double Cab,automatic,5tflu4enxex098014,ma,42.0,13139.0,black,gray,enterprise veh exchange/rental,29000.0,26000.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
30509,2014,Ram,2500,SLT,Crew Cab,automatic,3c6ur5dl6eg240009,ne,3.0,33763.0,silver,gray,express car & truck rental,33800.0,34300.0,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
537540,2012,Infiniti,G Sedan,G37 Journey,g sedan,automatic,jn1cv6ap2cm628235,ca,46.0,27325.0,gray,black,nissan infiniti lt,18950.0,20250.0,Thu Jun 18 2015 05:30:00 GMT-0700 (PDT)
197742,2013,Ford,Focus,SE,Hatchback,automatic,1fadp3k28dl206545,ny,38.0,23141.0,silver,black,ford motor credit company llc,11950.0,10400.0,Wed Feb 04 2015 01:20:00 GMT-0800 (PST)
30819,2014,Volkswagen,Tiguan,SEL 4Motion,SUV,automatic,wvgbv3ax0ew064157,co,5.0,4096.0,white,black,the auto connection,30400.0,30500.0,Tue Dec 23 2014 11:45:00 GMT-0800 (PST)
494066,2014,Lincoln,MKX,Base,suv,automatic,2lmdj6jk7ebl05891,mo,47.0,15300.0,black,brown,ford motor credit company,30900.0,33200.0,Tue Jun 09 2015 04:00:00 GMT-0700 (PDT)
264069,2012,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap2cc800270,nj,35.0,44256.0,black,black,nissan-infiniti lt,16350.0,14800.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
86898,2012,Ford,F-250 Super Duty,Lariat,Crew Cab,automatic,1ft7w2bt3cec85218,nc,4.0,60245.0,silver,black,boykin motors of johnston co inc,38300.0,37100.0,Mon Jan 05 2015 01:30:00 GMT-0800 (PST)
12982,2010,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee5ac361272,az,33.0,76124.0,gray,gray,right toyota,7800.0,8600.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
443755,2014,Dodge,Charger,SXT,Sedan,automatic,2c3cdxhg1eh328871,pa,4.0,26955.0,gray,black,hertz corporation/gdp,17850.0,18200.0,Thu May 28 2015 02:30:00 GMT-0700 (PDT)
404230,2010,Ford,Edge,Limited,SUV,automatic,2fmdk3kc8aba66196,ga,44.0,84968.0,gray,black,munter motor cars,12700.0,14600.0,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
30478,2014,Ram,1500,Laramie,Crew Cab,automatic,1c6rr7nt2es153619,mn,4.0,37564.0,black,black,chrysler group llc,34700.0,32300.0,Wed Jan 14 2015 05:00:00 GMT-0800 (PST)
254541,2001,Cadillac,DeVille,Base,Sedan,automatic,1g6kd54y41u217686,va,25.0,109034.0,silver,gray,browns alexandria mazda,1675.0,1500.0,Thu Feb 05 2015 01:05:00 GMT-0800 (PST)
523147,2012,Infiniti,G Sedan,G37x,g sedan,automatic,jn1cv6ar3cm679356,tn,29.0,34891.0,gray,black,nissan infiniti lt,18850.0,16800.0,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
445640,2013,Mazda,Mazda3,i SV,Sedan,automatic,jm1bl1tg0d1763490,nv,27.0,55411.0,black,black,the hertz corporation,9175.0,9500.0,Fri May 22 2015 05:00:00 GMT-0700 (PDT)
371623,2008,Jeep,Compass,Sport,SUV,automatic,1j8ft47048d644709,nc,19.0,110728.0,blue,gray,neuwirth motors inc,4925.0,2900.0,Fri Feb 27 2015 01:30:00 GMT-0800 (PST)
515673,2014,Ford,Focus,SE,hatchback,automatic,1fadp3k22el325726,il,48.0,34707.0,silver,black,avis budget group,10900.0,11600.0,Tue Jun 16 2015 04:00:00 GMT-0700 (PDT)
428506,2015,Ford,Fusion,SE,Sedan,automatic,1fa6p0h7xf5111552,nj,1.0,10649.0,silver,black,enterprise vehicle exchange / tra / rental / tulsa,17800.0,8800.0,Wed May 20 2015 05:00:00 GMT-0700 (PDT)
455425,2008,Nissan,Versa,1.8 SL,Sedan,automatic,3n1bc11e38l377438,in,21.0,111266.0,black,black,santander consumer,3450.0,3600.0,Thu Jun 04 2015 03:10:00 GMT-0700 (PDT)
263613,2012,Ford,Taurus,SEL,Sedan,automatic,1fahp2hw0cg105044,pa,44.0,109146.0,silver,beige,lease plan usa,10150.0,11100.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
335099,2004,BMW,X3,2.5i,SUV,automatic,wbxpa73494wb29267,ca,36.0,126747.0,silver,black,aaero sweet company,4875.0,6400.0,Wed Feb 18 2015 03:30:00 GMT-0800 (PST)
452020,2007,Nissan,Altima,2.5 S,Sedan,automatic,1n4al21e77c138151,fl,2.0,129898.0,silver,gray,courtesy hyundai,4650.0,4800.0,Thu May 21 2015 09:20:00 GMT-0700 (PDT)
135723,2008,Dodge,Caliber,SRT4,Wagon,manual,1b3hb68f38d609873,wi,32.0,73483.0,black,black,remarketing by ge/manheim milwaukee,7525.0,7600.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
292647,2008,BMW,3 Series,328i,Sedan,automatic,wbava37578nl58892,fl,4.0,89904.0,silver,gray,infiniti of tampa,9375.0,10000.0,Thu Feb 12 2015 08:30:00 GMT-0800 (PST)
283349,2013,Honda,Accord,EX-L,Sedan,automatic,1hgcr2f89da052899,in,44.0,31508.0,white,tan,honda r&d americas  inc,20200.0,20250.0,Thu Feb 12 2015 02:10:00 GMT-0800 (PST)
82358,2011,Kia,Sorento,SX,SUV,automatic,5xykw4a24bg092497,tn,3.0,59744.0,black,gray,sullivan auto group llc,16250.0,12400.0,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
376334,2012,Mazda,Mazda6,s Grand Touring,Sedan,automatic,1yvhz8cb9c5m25576,mi,39.0,45371.0,black,black,jpmorgan chase bank n.a.,14050.0,15500.0,Thu Mar 05 2015 01:30:00 GMT-0800 (PST)
247502,2013,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg6dr678602,tx,35.0,66879.0,black,black,dtg operations inc,11700.0,11600.0,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
229856,2007,Dodge,Nitro,SXT,SUV,automatic,1d8gt28k37w610023,pr,34.0,87997.0,blue,black,oriental bank,5800.0,5600.0,Thu Feb 05 2015 03:30:00 GMT-0800 (PST)
196369,2002,Jeep,Liberty,Sport,SUV,,1j4gl48k62w282433,nj,28.0,146567.0,blue,black,holman ford lincoln,2175.0,2550.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
281752,2014,Ford,F-150,XLT,Regular Cab,automatic,1ftnf1cf6ekd20445,fl,46.0,9516.0,white,gray,u-haul,19450.0,18200.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
211925,2009,Chevrolet,Silverado 1500,LT,Regular Cab,automatic,1gcec24c39z241797,fl,34.0,73106.0,blue,black,tdaf remarketing,10900.0,12800.0,Tue Feb 03 2015 01:00:00 GMT-0800 (PST)
533918,2013,Ford,Escape,SE,suv,automatic,1fmcu0gxxdub32522,ca,29.0,73335.0,white,black,dtg operations inc,12000.0,11400.0,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
56156,2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha9cr250195,in,43.0,84909.0,silver,beige,ge fleet services for itself/servicer,8275.0,8300.0,Tue Dec 30 2014 10:00:00 GMT-0800 (PST)
228656,2008,Dodge,Magnum,SXT,Wagon,automatic,2d4fv37v18h208817,ca,35.0,76831.0,gray,black,walters auto sales/service inc,6850.0,6100.0,Tue Feb 03 2015 04:30:00 GMT-0800 (PST)
292835,2006,Audi,A4,1.8T,Convertible,automatic,wauac48h86k008385,ca,26.0,78704.0,silver,black,high bid trading co inc,6325.0,7250.0,Wed Feb 11 2015 04:15:00 GMT-0800 (PST)
445389,2014,Jeep,Grand Cherokee,Laredo,SUV,,1c4rjfag6ec473815,on,5.0,23706.0,black,black,fca canada inc,30500.0,32000.0,Tue May 26 2015 05:00:00 GMT-0700 (PDT)
149095,2011,,,,,,1g1zb5eu3bf153779,qc,39.0,71758.0,gray,gray,financialinx,7975.0,7800.0,Tue Jan 20 2015 02:00:00 GMT-0800 (PST)
443329,2011,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar4bm413004,tn,44.0,8481.0,white,gray,nissan infiniti lt,19750.0,21000.0,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
194319,2011,Nissan,Rogue,S,SUV,automatic,jn8as5mv5bw313616,tx,28.0,14718.0,silver,gray,nissan-infiniti lt,14500.0,13600.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
294645,2014,Chevrolet,Cruze,LTZ,Sedan,automatic,1g1pg5sb1e7377465,il,4.0,13866.0,gray,black,gm remarketing,15100.0,15300.0,Thu Feb 19 2015 03:00:00 GMT-0800 (PST)
241122,2013,Hyundai,Elantra,GLS,Sedan,,5npdh4aexdh347078,ca,26.0,40991.0,red,tan,enterprise veh exchange/rental,11050.0,11300.0,Thu Feb 05 2015 03:30:00 GMT-0800 (PST)
211865,2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg8er357616,pa,4.0,13835.0,black,beige,hertz corporation/gdp,20000.0,19800.0,Thu Feb 05 2015 01:30:00 GMT-0800 (PST)
439267,2013,Ford,Focus,SE,Sedan,automatic,1fadp3f20dl279533,fl,44.0,50339.0,silver,gray,dtg operations inc,9300.0,9200.0,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
340803,2001,Audi,A6,2.7T quattro,Sedan,,waued54b41n148673,nv,2.0,157408.0,gold,—,desert auto sales,1600.0,400.0,Thu Feb 19 2015 11:00:00 GMT-0800 (PST)
531921,2014,GMC,Yukon,SLT,suv,automatic,1gks1ce05er234254,ga,47.0,38770.0,burgundy,gray,bmw alphera/alphera financial services,30800.0,31300.0,Thu Jun 11 2015 03:00:00 GMT-0700 (PDT)
64188,2011,Mitsubishi,Outlander Sport,ES,SUV,manual,ja4ap3au2bz018012,nc,27.0,70157.0,red,black,lenders assistance corporation,9125.0,7200.0,Tue Dec 30 2014 09:15:00 GMT-0800 (PST)
358009,2013,Nissan,Frontier,SV,Crew Cab,automatic,1n6ad0ev1dn716358,fl,41.0,40514.0,white,gray,the hertz corporation,21200.0,20800.0,Fri Feb 27 2015 01:30:00 GMT-0800 (PST)
467557,2002,Chevrolet,Tahoe,LS,suv,automatic,1gnec13z62r315579,tx,32.0,228945.0,red,black,autonation ford katy,2250.0,2400.0,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
102411,2014,Kia,Optima,LX,Sedan,automatic,5xxgm4a77eg330116,fl,48.0,5785.0,black,gray,kia motors america  inc,15600.0,15400.0,Thu Jan 15 2015 01:35:00 GMT-0800 (PST)
62084,2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap3dc237830,nj,35.0,38109.0,red,black,enterprise veh exchange/rental,13100.0,12300.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
183404,2012,Kia,Sorento,LX,SUV,automatic,5xyktca68cg290992,oh,37.0,40898.0,gray,black,wells fargo dealer services,14750.0,14200.0,Tue Jan 27 2015 04:00:00 GMT-0800 (PST)
10981,2011,Nissan,Rogue,SV,SUV,,jn8as5mv4bw313140,pa,35.0,35014.0,white,gray,nissan-infiniti lt,15900.0,14600.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
100896,2006,Toyota,Sienna,LE 8-Passenger,Minivan,automatic,5tdza23c26s517862,tx,26.0,115710.0,green,gray,tdaf remarketing,5100.0,5800.0,Wed Jan 07 2015 10:00:00 GMT-0800 (PST)
246076,2003,Nissan,Altima,2.5 SL,Sedan,automatic,1n4al11d03c342334,fl,19.0,116276.0,red,gray,santander consumer,2650.0,1600.0,Thu Feb 05 2015 01:35:00 GMT-0800 (PST)
366409,2009,Acura,TL,SH-AWD,Sedan,automatic,19uua96209a801290,wa,19.0,105834.0,black,black,quality auto center,12950.0,13800.0,Wed Feb 25 2015 05:40:00 GMT-0800 (PST)
106488,2007,Saturn,Aura,XE,Sedan,automatic,1g8zs57nx7f128313,md,21.0,129613.0,white,tan,capital one auto finance,3725.0,2900.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
341100,2015,Ford,Explorer,Limited,SUV,automatic,1fm5k8f81fga15114,il,5.0,17153.0,silver,black,enterprise/ars,33100.0,33200.0,Tue Feb 24 2015 03:00:00 GMT-0800 (PST)
388759,2013,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1ef5dfb68277,mn,29.0,52885.0,silver,gray,hertz car exchange inc/oklahoma city,22900.0,22200.0,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
248318,2002,Chevrolet,Silverado 1500HD,LT,Crew Cab,automatic,1gcgk13u02f246687,ca,25.0,198964.0,black,gray,foreman financial  inc,3775.0,5000.0,Thu Feb 19 2015 12:30:00 GMT-0800 (PST)
343928,2009,Mitsubishi,Galant,ES,Sedan,automatic,4a3ab36f09e015462,md,21.0,95447.0,silver,gray,credit acceptance corp/vrs/southfield,4650.0,3900.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
296832,2008,Mercedes-Benz,GL-Class,GL450,SUV,automatic,4jgbf71ex8a343118,tx,29.0,76393.0,black,gray,pm standley motorcars,17600.0,19800.0,Wed Feb 11 2015 02:20:00 GMT-0800 (PST)
127274,2009,Toyota,Corolla,S,Sedan,automatic,2t1bu40ex9c150605,wi,35.0,76725.0,silver,black,knauz continental autos inc,8175.0,7400.0,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
172587,2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar5dm751255,tn,48.0,14383.0,black,gray,nissan infiniti lt,23300.0,24600.0,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
489176,2012,Infiniti,G Coupe,G37x,g coupe,automatic,jn1cv6el3cm470737,wi,37.0,47771.0,black,black,nissan infiniti lt,20300.0,20700.0,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
431325,2013,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb6d7226822,mi,34.0,50671.0,silver,black,the hertz corporation,10050.0,8600.0,Thu Jun 11 2015 02:30:00 GMT-0700 (PDT)
427614,2014,Chevrolet,Cruze,1LT,sedan,automatic,1g1pc5sb4e7126371,mn,4.0,35668.0,white,black,avis corporation,11550.0,11400.0,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
139176,2010,Nissan,Sentra,2.0 SR,Sedan,,3n1ab6ap1al708066,va,19.0,108972.0,black,gray,consumer portfolio services,5050.0,5400.0,Wed Jan 28 2015 01:30:00 GMT-0800 (PST)
354775,1998,Toyota,Avalon,XLS,Sedan,automatic,4t1bf18bxwu228099,nc,19.0,205550.0,beige,beige,fort mill ford inc,800.0,1900.0,Tue Feb 24 2015 02:00:00 GMT-0800 (PST)
95900,2014,Ram,1500,SLT,Quad Cab,automatic,1c6rr7gt8es409176,tx,39.0,16956.0,silver,—,tdaf remarketing,26600.0,26700.0,Wed Jan 07 2015 10:15:00 GMT-0800 (PST)
488726,2013,Nissan,Juke,SL,hatchback,automatic,jn8af5mv0dt225825,ca,48.0,7701.0,black,black,nissan north america inc.,18400.0,18000.0,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
176575,2010,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb2ar087231,az,27.0,46844.0,white,black,onesource/southwest remarketing,16050.0,15900.0,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
96960,2013,Hyundai,Elantra,GLS,Sedan,,5npdh4ae4dh333905,pa,33.0,41236.0,red,tan,avis corporation,11050.0,10700.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
295684,2011,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar5bm410872,tn,28.0,25115.0,black,gray,nissan infiniti lt,19000.0,18800.0,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
147771,2012,Ford,Mustang,V6,Convertible,automatic,1zvbp8emxc5258707,tn,43.0,31663.0,—,tan,ford motor credit company llc,15900.0,17200.0,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
244716,2007,Dodge,Caliber,R/T,Wagon,manual,1b3hb78k77d155046,oh,32.0,162285.0,silver,blue,car now acceptance co/columbus,2325.0,2100.0,Thu Feb 05 2015 01:00:00 GMT-0800 (PST)
364975,2012,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,Sedan,,wddgf8bb0cr195842,pa,41.0,40537.0,red,black,r hollenshead auto sales inc,20500.0,22500.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
110377,2013,Chevrolet,Impala,LS Fleet,Sedan,automatic,2g1wf5e38d1144987,nj,35.0,48500.0,silver,black,the hertz corporation,9550.0,8800.0,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
313004,2001,Chevrolet,Silverado 1500,LS,Extended Cab,automatic,2gcek19t711318738,tx,26.0,130086.0,gray,gray,d&m leasing,4175.0,4800.0,Fri Feb 20 2015 03:00:00 GMT-0800 (PST)
407838,2008,Dodge,Ram Pickup 1500,ST,Regular Cab,automatic,1d7ha16kx8j112248,tx,27.0,80859.0,red,gray,cig financial,7650.0,4600.0,Wed Apr 15 2015 03:05:00 GMT-0700 (PDT)
277177,2013,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap8dc832691,tn,37.0,54695.0,—,black,the hertz corporation,14200.0,14500.0,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
244078,2014,Chevrolet,Malibu,LT,Sedan,automatic,1g11e5sl8ef260802,fl,2.0,24304.0,black,black,enterprise vehicle exchange / tra / rental / tulsa,14850.0,8000.0,Tue Feb 03 2015 01:00:00 GMT-0800 (PST)
410919,2014,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscce02er106700,tx,46.0,42543.0,beige,black,avis corporation,39000.0,39400.0,Wed Jun 03 2015 03:15:00 GMT-0700 (PDT)
386486,2011,Jeep,Grand Cherokee,Limited,SUV,,1j4rr5gg1bc680449,nc,49.0,12900.0,silver,gray,medlin buick gmc mazda,26400.0,28900.0,Tue Mar 03 2015 01:15:00 GMT-0800 (PST)
194486,2011,Volkswagen,GTI,PZEV,Hatchback,automatic,wvwfd7ajxbw332672,ca,29.0,67176.0,black,black,volkswagen credit inc/sc,11900.0,9500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
347755,2007,Pontiac,G6,Value Leader,Sedan,automatic,1g2zf58b274205240,wa,33.0,113813.0,blue,black,wells fargo dealer services,3700.0,5300.0,Wed Feb 25 2015 04:45:00 GMT-0800 (PST)
86745,2014,Jeep,Patriot,Sport,SUV,automatic,1c4njpbb1ed916163,mo,34.0,5691.0,gray,black,glendale chrysler jeep dodge ram,14350.0,14500.0,Tue Jan 13 2015 11:00:00 GMT-0800 (PST)
172312,2013,Chevrolet,Equinox,LT,SUV,automatic,2gnaldek6d6313622,fl,47.0,84764.0,black,black,tim short chevrolet,11950.0,12500.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
219773,2012,Acura,TL,Base,Sedan,automatic,19uua8f27ca024995,pa,4.0,38181.0,black,black,ahfc/honda lease/trust/hvt  inc. eot acuras,18350.0,18200.0,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
353996,2006,Volvo,XC90,V8,SUV,automatic,yv4cz852461283353,nc,39.0,87783.0,black,gray,infiniti of charlotte,7650.0,8900.0,Tue Feb 24 2015 02:00:00 GMT-0800 (PST)
536711,2012,Chevrolet,Cruze,1LT,sedan,automatic,1g1pf5sc1c7274734,mi,42.0,31606.0,red,black,gm financial leasing,10400.0,11400.0,Thu Jun 18 2015 02:30:00 GMT-0700 (PDT)
66803,2007,Toyota,Camry,SE,Sedan,automatic,4t1be46k37u713080,ca,27.0,47394.0,silver,black,onemain rem/delta dealer,8500.0,11000.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
182666,2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3apxdc168893,fl,19.0,37371.0,red,black,tfp international inc,13400.0,11600.0,Thu Jan 22 2015 02:35:00 GMT-0800 (PST)
333842,2009,Porsche,Cayenne,GTS,SUV,automatic,wp1ad29p79la66950,tx,35.0,90388.0,blue,—,heavenly motors of texas ltd,24600.0,24000.0,Wed Feb 18 2015 02:05:00 GMT-0800 (PST)
114496,2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee7bc748973,oh,39.0,22982.0,blue,gray,toyota financial services,10600.0,11000.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
227099,2010,Honda,Accord,EX,Coupe,automatic,1hgcs1b79aa020803,md,19.0,71857.0,black,black,pas finance,10400.0,7100.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
89451,2011,Ford,Flex,SEL,Wagon,automatic,2fmgk5cc9bbd16313,ga,41.0,38727.0,blue,black,ginn motor co,18000.0,18300.0,Thu Jan 08 2015 10:00:00 GMT-0800 (PST)
204958,2004,Ford,Expedition,Eddie Bauer,SUV,automatic,1fmru17w54lb74819,ca,19.0,166594.0,black,beige,westlake financial services,4425.0,1550.0,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
45282,2008,Chevrolet,Corvette,Base,Coupe,automatic,1g1yy26w585130317,tx,41.0,68059.0,black,black,texas direct auto,20900.0,21100.0,Wed Jan 07 2015 10:20:00 GMT-0800 (PST)
221540,2012,Ford,Mustang,GT,Convertible,automatic,1zvbp8ff8c5288076,fl,2.0,38694.0,white,black,remarketing by ge/flagship credit acceptance,20800.0,16100.0,Wed Feb 04 2015 01:00:00 GMT-0800 (PST)
107483,2014,Ford,Focus,SE,Sedan,automatic,1fadp3f28el225706,mo,39.0,33848.0,red,gray,avis corporation,11750.0,11300.0,Tue Feb 17 2015 03:00:00 GMT-0800 (PST)
463824,2009,Jeep,Wrangler,X,SUV,automatic,1j4fa24129l774133,or,26.0,75839.0,blue,gray,dick hannah subaru,15550.0,13700.0,Tue Jul 07 2015 09:30:00 GMT-0700 (PDT)
72622,2004,Dodge,Durango,SLT,SUV,automatic,1d4hd48nx4f164201,nv,29.0,70881.0,silver,gray,centennial hyundai,3750.0,4400.0,Wed Dec 31 2014 12:00:00 GMT-0800 (PST)
63695,2011,Chevrolet,Equinox,LS,SUV,automatic,2cnflcec5b6389262,wa,28.0,67497.0,gray,beige,ge fleet services for itself/servicer,11700.0,11600.0,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
